ID	X	Y	X_error	Y_error
10244	1.433000e+01	4.935000e-18	0	0.0
10244	1.540000e+01	5.870000e-18	0	0.0
10244	1.655000e+01	2.477000e-17	0	0.0
10244	1.778000e+01	6.123000e-17	0	0.0
10244	1.911000e+01	1.082000e-16	0	0.0
10244	2.054000e+01	1.591000e-16	0	0.0
10244	2.207000e+01	2.095000e-16	0	0.0
10244	2.371000e+01	2.576000e-16	0	0.0
10244	2.738000e+01	3.457000e-16	0	0.0
10244	3.162000e+01	4.272000e-16	0	0.0
10244	3.652000e+01	5.060000e-16	0	0.0
10244	4.217000e+01	5.815000e-16	0	0.0
10244	4.870000e+01	6.500000e-16	0	0.0
10244	5.623000e+01	7.072000e-16	0	0.0
10244	6.494000e+01	7.497000e-16	0	0.0
10244	7.499000e+01	7.756000e-16	0	0.0
10244	8.660000e+01	7.850000e-16	0	0.0
10244	1.000000e+02	7.792000e-16	0	0.0
10244	1.155000e+02	7.604000e-16	0	0.0
10244	1.334000e+02	7.312000e-16	0	0.0
10244	1.540000e+02	6.941000e-16	0	0.0
10244	1.778000e+02	6.518000e-16	0	0.0
10244	2.054000e+02	6.063000e-16	0	0.0
10244	2.371000e+02	5.595000e-16	0	0.0
10244	2.738000e+02	5.127000e-16	0	0.0
10244	3.162000e+02	4.670000e-16	0	0.0
10244	3.652000e+02	4.232000e-16	0	0.0
10244	4.217000e+02	3.819000e-16	0	0.0
10244	4.870000e+02	3.433000e-16	0	0.0
10244	5.623000e+02	3.076000e-16	0	0.0
10244	6.494000e+02	2.748000e-16	0	0.0
10244	7.499000e+02	2.449000e-16	0	0.0
10244	8.660000e+02	2.178000e-16	0	0.0
10244	1.000000e+03	1.934000e-16	0	0.0
10244	1.155000e+03	1.714000e-16	0	0.0
10244	1.334000e+03	1.517000e-16	0	0.0
10244	1.540000e+03	1.341000e-16	0	0.0
10244	1.778000e+03	1.185000e-16	0	0.0
10244	2.054000e+03	1.045000e-16	0	0.0
10244	2.371000e+03	9.216000e-17	0	0.0
10244	2.738000e+03	8.120000e-17	0	0.0
10244	3.162000e+03	7.149000e-17	0	0.0
10244	3.652000e+03	6.291000e-17	0	0.0
10244	4.217000e+03	5.533000e-17	0	0.0
10244	4.870000e+03	4.864000e-17	0	0.0
10244	5.623000e+03	4.274000e-17	0	0.0
10244	6.494000e+03	3.754000e-17	0	0.0
10244	7.499000e+03	3.297000e-17	0	0.0
10244	8.660000e+03	2.894000e-17	0	0.0
10244	1.000000e+04	2.540000e-17	0	0.0
10244	1.155000e+04	2.228000e-17	0	0.0
10244	1.334000e+04	1.955000e-17	0	0.0
10244	1.540000e+04	1.714000e-17	0	0.0
10244	1.778000e+04	1.503000e-17	0	0.0
10244	2.054000e+04	1.317000e-17	0	0.0
10244	2.371000e+04	1.155000e-17	0	0.0
10244	2.738000e+04	1.012000e-17	0	0.0
10244	3.162000e+04	8.864000e-18	0	0.0
10244	3.652000e+04	7.764000e-18	0	0.0
10244	4.217000e+04	6.800000e-18	0	0.0
10244	4.870000e+04	5.955000e-18	0	0.0
10244	5.623000e+04	5.214000e-18	0	0.0
10244	6.494000e+04	4.565000e-18	0	0.0
10244	7.499000e+04	3.996000e-18	0	0.0
10244	8.660000e+04	3.498000e-18	0	0.0
10244	1.000000e+05	3.061000e-18	0	0.0
